query_id,query,query_type,user_country,user_department,user_role,target_department,target_category,target_subcategory,relevance_judgments
Q-00452,Where can I find the current guidance owned by People Operations for this issue?,semantic_paraphrase,UK,Software Engineering,employee,Human Resources,Benefits,meal benefits,"[{""document_id"": ""HR-026269"", ""grade"": 3}, {""document_id"": ""HR-025097"", ""grade"": 2}, {""document_id"": ""HR-025222"", ""grade"": 2}]"
Q-00453,What is the approved company procedure for this performance situation?,semantic_paraphrase,IN,Project Delivery,manager,Human Resources,Performance,mid-year review,"[{""document_id"": ""HR-030194"", ""grade"": 3}, {""document_id"": ""HR-025203"", ""grade"": 2}, {""document_id"": ""HR-025221"", ""grade"": 2}]"
Q-00454,Where can I find the current guidance owned by Compensation & Benefits for this issue?,semantic_paraphrase,IN,Compliance & Legal,manager,Human Resources,Remote Work,office attendance,"[{""document_id"": ""HR-030056"", ""grade"": 3}, {""document_id"": ""HR-025541"", ""grade"": 2}, {""document_id"": ""HR-025550"", ""grade"": 2}]"
Q-00455,What is the approved company procedure for this kubernetes situation?,semantic_paraphrase,UK,Organisation & Directory,sre,DevOps & SRE,Kubernetes,resource requests,"[{""document_id"": ""SRE-013200"", ""grade"": 3}, {""document_id"": ""SRE-010562"", ""grade"": 2}, {""document_id"": ""SRE-010693"", ""grade"": 2}]"
Q-00456,Can customer information be stored in another country?,semantic_paraphrase,GLOBAL,Project Delivery,employee,Cloud,Governance,data residency,"[{""document_id"": ""CLD-019972"", ""grade"": 3}, {""document_id"": ""CLD-017095"", ""grade"": 2}, {""document_id"": ""CLD-017101"", ""grade"": 2}]"
Q-00457,What should an employee do when they encounter this python backend scenario?,semantic_paraphrase,GLOBAL,Compliance & Legal,architect,Software Engineering,Python Backend,dependency pinning,"[{""document_id"": ""ENG-005618"", ""grade"": 3}, {""document_id"": ""ENG-000188"", ""grade"": 2}, {""document_id"": ""ENG-000491"", ""grade"": 2}]"
Q-00458,What should an employee do when they encounter this release scenario?,semantic_paraphrase,GLOBAL,Finance & Benefits,sre,DevOps & SRE,Release,blue-green deployment,"[{""document_id"": ""SRE-012772"", ""grade"": 3}, {""document_id"": ""SRE-010008"", ""grade"": 2}, {""document_id"": ""SRE-010113"", ""grade"": 2}]"
Q-00459,I changed mobile devices and need to set up sign-in approval again.,semantic_paraphrase,GLOBAL,IT Support,employee,IT Support,Identity,new phone enrollment,"[{""document_id"": ""ITS-036887"", ""grade"": 3}, {""document_id"": ""ITS-032014"", ""grade"": 2}, {""document_id"": ""ITS-032170"", ""grade"": 2}]"
Q-00460,What is the approved company procedure for this teams situation?,semantic_paraphrase,GLOBAL,Software Engineering,manager,Organisation & Directory,Teams,security operations,"[{""document_id"": ""ORG-047446"", ""grade"": 3}, {""document_id"": ""ORG-047001"", ""grade"": 2}, {""document_id"": ""ORG-047025"", ""grade"": 2}]"
Q-00461,What time away from work is available after giving birth?,semantic_paraphrase,IN,Software Engineering,manager,Human Resources,Leave,maternity leave,"[{""document_id"": ""HR-026138"", ""grade"": 3}, {""document_id"": ""HR-025272"", ""grade"": 2}, {""document_id"": ""HR-025910"", ""grade"": 2}]"
Q-00462,What is the approved company procedure for this java services situation?,semantic_paraphrase,IN,Project Delivery,employee,Software Engineering,Java Services,Gradle builds,"[{""document_id"": ""ENG-005017"", ""grade"": 3}, {""document_id"": ""ENG-000191"", ""grade"": 2}, {""document_id"": ""ENG-000321"", ""grade"": 2}]"
Q-00463,What is the approved company procedure for this cost situation?,semantic_paraphrase,US,DevOps & SRE,engineer,Cloud,Cost,rightsizing,"[{""document_id"": ""CLD-019588"", ""grade"": 3}, {""document_id"": ""CLD-017065"", ""grade"": 2}, {""document_id"": ""CLD-017366"", ""grade"": 2}]"
Q-00464,Where can I find the current guidance owned by HR Shared Services for this issue?,semantic_paraphrase,US,Learning & Development,hr,Human Resources,Onboarding,mandatory training,"[{""document_id"": ""HR-027702"", ""grade"": 3}, {""document_id"": ""HR-025182"", ""grade"": 2}, {""document_id"": ""HR-025246"", ""grade"": 2}]"
Q-00465,What is the approved company procedure for this technical situation?,semantic_paraphrase,GLOBAL,Cloud,employee,Learning & Development,Technical,Kubernetes learning path,"[{""document_id"": ""LND-045829"", ""grade"": 3}, {""document_id"": ""LND-045064"", ""grade"": 2}, {""document_id"": ""LND-045239"", ""grade"": 2}]"
Q-00466,Where can I find the current guidance owned by Learning & Development for this issue?,semantic_paraphrase,UK,Organisation & Directory,hr,Learning & Development,Leadership,hiring,"[{""document_id"": ""LND-045825"", ""grade"": 3}, {""document_id"": ""LND-045177"", ""grade"": 2}, {""document_id"": ""LND-045455"", ""grade"": 2}]"
Q-00467,What is the approved company procedure for this mandatory situation?,semantic_paraphrase,GLOBAL,Learning & Development,manager,Learning & Development,Mandatory,workplace safety,"[{""document_id"": ""LND-045272"", ""grade"": 3}, {""document_id"": ""LND-045028"", ""grade"": 2}, {""document_id"": ""LND-045095"", ""grade"": 2}]"
Q-00468,Where can I find the current guidance owned by Leadership Academy for this issue?,semantic_paraphrase,GLOBAL,Cloud,employee,Learning & Development,Technical,data engineering,"[{""document_id"": ""LND-046269"", ""grade"": 3}, {""document_id"": ""LND-045045"", ""grade"": 2}, {""document_id"": ""LND-045070"", ""grade"": 2}]"
Q-00469,Where can I find the current guidance owned by Identity Security for this issue?,semantic_paraphrase,IN,Finance & Benefits,engineer,Cybersecurity,Incident Response,credential compromise,"[{""document_id"": ""SEC-023859"", ""grade"": 3}, {""document_id"": ""SEC-021019"", ""grade"": 2}, {""document_id"": ""SEC-021126"", ""grade"": 2}]"
Q-00470,What is the approved company procedure for this leave situation?,semantic_paraphrase,US,Human Resources,manager,Human Resources,Leave,paternity leave,"[{""document_id"": ""HR-027866"", ""grade"": 3}, {""document_id"": ""HR-025068"", ""grade"": 2}, {""document_id"": ""HR-025326"", ""grade"": 2}]"
Q-00471,Where can I find the current guidance owned by Architecture Guild for this issue?,semantic_paraphrase,AU,DevOps & SRE,engineer,Software Engineering,Architecture,ADR process,"[{""document_id"": ""ENG-008169"", ""grade"": 3}, {""document_id"": ""ENG-001003"", ""grade"": 2}, {""document_id"": ""ENG-001161"", ""grade"": 2}]"
Q-00472,What should an employee do when they encounter this azure scenario?,semantic_paraphrase,US,Project Delivery,employee,Cloud,Azure,Key Vault,"[{""document_id"": ""CLD-019872"", ""grade"": 3}, {""document_id"": ""CLD-017504"", ""grade"": 2}, {""document_id"": ""CLD-017838"", ""grade"": 2}]"
Q-00473,What is the approved company procedure for this ownership situation?,semantic_paraphrase,IN,Compliance & Legal,manager,Organisation & Directory,Ownership,business owner,"[{""document_id"": ""ORG-048487"", ""grade"": 3}, {""document_id"": ""ORG-047051"", ""grade"": 2}, {""document_id"": ""ORG-047087"", ""grade"": 2}]"
Q-00474,What should an employee do when they encounter this governance scenario?,semantic_paraphrase,GLOBAL,Project Delivery,employee,Cloud,Governance,service approval,"[{""document_id"": ""CLD-019742"", ""grade"": 3}, {""document_id"": ""CLD-017011"", ""grade"": 2}, {""document_id"": ""CLD-017012"", ""grade"": 2}]"
Q-00475,What is the approved company procedure for this testing situation?,semantic_paraphrase,GLOBAL,Cybersecurity,architect,Software Engineering,Testing,test data,"[{""document_id"": ""ENG-006736"", ""grade"": 3}, {""document_id"": ""ENG-000058"", ""grade"": 2}, {""document_id"": ""ENG-000118"", ""grade"": 2}]"
Q-00476,What should an employee do when they encounter this messaging scenario?,semantic_paraphrase,GLOBAL,Learning & Development,engineer,Software Engineering,Messaging,Kafka event design,"[{""document_id"": ""ENG-009910"", ""grade"": 3}, {""document_id"": ""ENG-000283"", ""grade"": 2}, {""document_id"": ""ENG-000421"", ""grade"": 2}]"
Q-00477,What is the approved company procedure for this leave situation?,semantic_paraphrase,IE,Learning & Development,manager,Human Resources,Leave,sick leave,"[{""document_id"": ""HR-026159"", ""grade"": 3}, {""document_id"": ""HR-025141"", ""grade"": 2}, {""document_id"": ""HR-025356"", ""grade"": 2}]"
Q-00478,What is the approved company procedure for this sdlc situation?,semantic_paraphrase,UK,Project Delivery,manager,Project Delivery,SDLC,testing,"[{""document_id"": ""PMO-038703"", ""grade"": 3}, {""document_id"": ""PMO-037045"", ""grade"": 2}, {""document_id"": ""PMO-037290"", ""grade"": 2}]"
Q-00479,How can we ship a critical production patch outside the normal release flow?,semantic_paraphrase,GLOBAL,Project Delivery,employee,DevOps & SRE,Release,emergency release,"[{""document_id"": ""SRE-014097"", ""grade"": 3}, {""document_id"": ""SRE-010052"", ""grade"": 2}, {""document_id"": ""SRE-010085"", ""grade"": 2}]"
Q-00480,Where can I find the current guidance owned by HR Shared Services for this issue?,semantic_paraphrase,GLOBAL,Compliance & Legal,hr,Human Resources,Benefits,wellbeing allowance,"[{""document_id"": ""HR-028557"", ""grade"": 3}, {""document_id"": ""HR-025398"", ""grade"": 2}, {""document_id"": ""HR-025399"", ""grade"": 2}]"
Q-00481,What should an employee do when they encounter this databases scenario?,semantic_paraphrase,GLOBAL,Organisation & Directory,architect,Software Engineering,Databases,connection pooling,"[{""document_id"": ""ENG-001554"", ""grade"": 3}, {""document_id"": ""ENG-000120"", ""grade"": 2}, {""document_id"": ""ENG-000372"", ""grade"": 2}]"
Q-00482,What should an employee do when they encounter this python backend scenario?,semantic_paraphrase,GLOBAL,Learning & Development,employee,Software Engineering,Python Backend,dependency pinning,"[{""document_id"": ""ENG-007449"", ""grade"": 3}, {""document_id"": ""ENG-000188"", ""grade"": 2}, {""document_id"": ""ENG-000491"", ""grade"": 2}]"
Q-00483,What should an employee do when they encounter this frontend scenario?,semantic_paraphrase,AU,Human Resources,architect,Software Engineering,Frontend,design tokens,"[{""document_id"": ""ENG-009325"", ""grade"": 3}, {""document_id"": ""ENG-000500"", ""grade"": 2}, {""document_id"": ""ENG-001024"", ""grade"": 2}]"
Q-00484,Where can I find the current guidance owned by Workplace Technology for this issue?,semantic_paraphrase,GLOBAL,Finance & Benefits,it_support,IT Support,Network,network certificate,"[{""document_id"": ""ITS-035172"", ""grade"": 3}, {""document_id"": ""ITS-032287"", ""grade"": 2}, {""document_id"": ""ITS-032342"", ""grade"": 2}]"
Q-00485,Where can I find the current guidance owned by Backend Platform for this issue?,semantic_paraphrase,US,Finance & Benefits,tech_lead,Software Engineering,APIs,rate limiting,"[{""document_id"": ""ENG-001638"", ""grade"": 3}, {""document_id"": ""ENG-001135"", ""grade"": 2}, {""document_id"": ""ENG-001603"", ""grade"": 2}]"
Q-00486,Where can I find the current guidance owned by Backend Platform for this issue?,semantic_paraphrase,IE,Learning & Development,engineer,Software Engineering,Messaging,exactly-once semantics,"[{""document_id"": ""ENG-009466"", ""grade"": 3}, {""document_id"": ""ENG-000537"", ""grade"": 2}, {""document_id"": ""ENG-000964"", ""grade"": 2}]"
Q-00487,What should an employee do when they encounter this payroll scenario?,semantic_paraphrase,US,IT Support,employee,Finance & Benefits,Payroll,payroll corrections,"[{""document_id"": ""FIN-041764"", ""grade"": 3}, {""document_id"": ""FIN-040687"", ""grade"": 2}, {""document_id"": ""FIN-040848"", ""grade"": 2}]"
Q-00488,What is the approved company procedure for this architecture situation?,semantic_paraphrase,IN,Finance & Benefits,employee,Software Engineering,Architecture,ADR process,"[{""document_id"": ""ENG-003426"", ""grade"": 3}, {""document_id"": ""ENG-000611"", ""grade"": 2}, {""document_id"": ""ENG-001549"", ""grade"": 2}]"
Q-00489,What should an employee do when they encounter this databases scenario?,semantic_paraphrase,SG,Human Resources,architect,Software Engineering,Databases,connection pooling,"[{""document_id"": ""ENG-008170"", ""grade"": 3}, {""document_id"": ""ENG-000923"", ""grade"": 2}, {""document_id"": ""ENG-001869"", ""grade"": 2}]"
Q-00490,What is the approved company procedure for this privacy situation?,semantic_paraphrase,US,Human Resources,employee,Compliance & Legal,Privacy,cross-border transfer,"[{""document_id"": ""LEG-044671"", ""grade"": 3}, {""document_id"": ""LEG-043245"", ""grade"": 2}, {""document_id"": ""LEG-043362"", ""grade"": 2}]"
Q-00491,What happens to time off I did not use this year?,semantic_paraphrase,US,Compliance & Legal,employee,Human Resources,Leave,leave carry forward,"[{""document_id"": ""HR-025216"", ""grade"": 3}, {""document_id"": ""HR-025277"", ""grade"": 2}, {""document_id"": ""HR-025337"", ""grade"": 2}]"
Q-00492,What should an employee do when they encounter this release scenario?,semantic_paraphrase,IE,Human Resources,employee,DevOps & SRE,Release,canary deployment,"[{""document_id"": ""SRE-013904"", ""grade"": 3}, {""document_id"": ""SRE-010020"", ""grade"": 2}, {""document_id"": ""SRE-012456"", ""grade"": 2}]"
Q-00493,What is the approved company procedure for this cost situation?,semantic_paraphrase,GLOBAL,Cloud,cloud_engineer,Cloud,Cost,showback,"[{""document_id"": ""CLD-018765"", ""grade"": 3}, {""document_id"": ""CLD-017029"", ""grade"": 2}, {""document_id"": ""CLD-017109"", ""grade"": 2}]"
Q-00494,What should an employee do when they encounter this benefits scenario?,semantic_paraphrase,IE,Human Resources,employee,Human Resources,Benefits,meal benefits,"[{""document_id"": ""HR-027109"", ""grade"": 3}, {""document_id"": ""HR-025262"", ""grade"": 2}, {""document_id"": ""HR-026278"", ""grade"": 2}]"
Q-00495,What is the approved company procedure for this endpoint situation?,semantic_paraphrase,GLOBAL,Human Resources,employee,IT Support,Endpoint,laptop replacement,"[{""document_id"": ""ITS-033819"", ""grade"": 3}, {""document_id"": ""ITS-032046"", ""grade"": 2}, {""document_id"": ""ITS-032151"", ""grade"": 2}]"
Q-00496,Where can I find the current guidance owned by Infrastructure Architecture for this issue?,semantic_paraphrase,US,IT Support,engineer,Cloud,Azure,managed identities,"[{""document_id"": ""CLD-017520"", ""grade"": 3}, {""document_id"": ""CLD-017092"", ""grade"": 2}, {""document_id"": ""CLD-017408"", ""grade"": 2}]"
Q-00497,Where can I find the current guidance owned by People Operations for this issue?,semantic_paraphrase,GLOBAL,IT Support,employee,Organisation & Directory,Teams,security operations,"[{""document_id"": ""ORG-048081"", ""grade"": 3}, {""document_id"": ""ORG-047001"", ""grade"": 2}, {""document_id"": ""ORG-047025"", ""grade"": 2}]"
Q-00498,What should an employee do when they encounter this quality scenario?,semantic_paraphrase,GLOBAL,Cloud,engineer,Project Delivery,Quality,test evidence,"[{""document_id"": ""PMO-038173"", ""grade"": 3}, {""document_id"": ""PMO-037087"", ""grade"": 2}, {""document_id"": ""PMO-037225"", ""grade"": 2}]"
Q-00499,Where can I find the current guidance owned by Procurement for this issue?,semantic_paraphrase,US,Cybersecurity,employee,Finance & Benefits,Payroll,bonus payment,"[{""document_id"": ""FIN-041579"", ""grade"": 3}, {""document_id"": ""FIN-040560"", ""grade"": 2}, {""document_id"": ""FIN-040614"", ""grade"": 2}]"
Q-00500,Where can I find the current guidance owned by Developer Experience for this issue?,semantic_paraphrase,AU,Human Resources,engineer,Software Engineering,Architecture,caching,"[{""document_id"": ""ENG-006595"", ""grade"": 3}, {""document_id"": ""ENG-000183"", ""grade"": 2}, {""document_id"": ""ENG-001244"", ""grade"": 2}]"
